Title:
Authors:
Table:
================================================================================
Byte-by-byte Description of file: table.dat
--------------------------------------------------------------------------------
 Bytes Format Units  Label     Explanations
--------------------------------------------------------------------------------
 1-13  E13.8  m      wavelength  [0.0/0.01] Description of wavelength 
15-27  E13.8  W.m-3  flux        [0.0/0.09] Description of flux       
29-41  E13.8  W.m-3  uncertainty [0.0/0.01] Description of uncertainty
--------------------------------------------------------------------------------
Notes:
--------------------------------------------------------------------------------
2.7406770e-07 3.6699999e-02 3.6705455e-11
2.7420500e-07 3.7211001e-02 3.7216442e-11
2.7434229e-07 3.6270000e-02 3.6275424e-11
2.7447959e-07 3.6423001e-02 3.6428419e-11
2.7461689e-07 3.6235999e-02 3.6241406e-11
2.7475420e-07 3.4465998e-02 3.4471391e-11
2.7489148e-07 3.4706000e-02 3.4711387e-11
2.7502878e-07 3.3061001e-02 3.3066383e-11
2.7516606e-07 3.4636002e-02 3.4641373e-11
2.7530337e-07 3.6322001e-02 3.6327354e-11
2.7544065e-07 3.6552999e-02 3.6558354e-11
2.7557795e-07 3.5951000e-02 3.5956349e-11
2.7571523e-07 3.5548002e-02 3.5553342e-11
2.7585254e-07 3.6867999e-02 3.6873334e-11
2.7598982e-07 3.7217002e-02 3.7222312e-11
2.7612710e-07 3.7045002e-02 3.7050304e-11
2.7626438e-07 3.6378998e-02 3.6384298e-11
2.7640168e-07 3.6651000e-02 3.6656293e-11
2.7653896e-07 3.7370000e-02 3.7375280e-11
2.7667625e-07 3.6981001e-02 3.6986268e-11
2.7681353e-07 3.6465000e-02 3.6470261e-11
2.7695081e-07 3.6150999e-02 3.6156252e-11
2.7708809e-07 3.7122998e-02 3.7128235e-11
2.7722537e-07 3.8366999e-02 3.8372232e-11
2.7736265e-07 3.8814999e-02 3.8820221e-11
2.7749993e-07 3.8642000e-02 3.8647214e-11
2.7763718e-07 3.8059998e-02 3.8065200e-11
2.7777446e-07 3.7398998e-02 3.7404191e-11
2.7791174e-07 3.6793999e-02 3.6799182e-11
2.7804902e-07 3.6361001e-02 3.6366170e-11
2.7818628e-07 3.6665000e-02 3.6670167e-11
2.7832356e-07 3.7117001e-02 3.7122160e-11
2.7846082e-07 3.6984999e-02 3.6990151e-11
2.7859810e-07 3.7496001e-02 3.7501134e-11
2.7873535e-07 3.7944999e-02 3.7950126e-11
2.7887263e-07 3.7765000e-02 3.7770117e-11
2.7900989e-07 3.7341002e-02 3.7346109e-11
2.7914714e-07 3.5583001e-02 3.5588098e-11
2.7928442e-07 3.5061002e-02 3.5066089e-11
2.7942168e-07 3.2432999e-02 3.2438087e-11
2.7955894e-07 2.6574999e-02 2.6580063e-11
2.7969619e-07 2.5429999e-02 2.5435057e-11
2.7983345e-07 2.9789001e-02 2.9794042e-11
2.7997070e-07 3.2641001e-02 3.2646042e-11
2.8010796e-07 3.3440001e-02 3.3445031e-11
2.8024521e-07 3.0294001e-02 3.0299020e-11
2.8038247e-07 2.8147001e-02 2.8152012e-11
2.8051973e-07 3.3105001e-02 3.3110004e-11
2.8065698e-07 3.6398999e-02 3.6403987e-11
2.8079421e-07 3.7947003e-02 3.7951978e-11
2.8093147e-07 3.8544998e-02 3.8549969e-11
2.8106873e-07 3.8288999e-02 3.8293969e-11
2.8120596e-07 3.7829001e-02 3.7833965e-11
2.8134321e-07 3.7564002e-02 3.7568951e-11
2.8148047e-07 3.8192999e-02 3.8197945e-11
2.8161770e-07 3.8748998e-02 3.8753941e-11
2.8175493e-07 3.8376998e-02 3.8381930e-11
2.8189219e-07 3.8488001e-02 3.8492928e-11
2.8202942e-07 3.9024003e-02 3.9028916e-11
2.8216665e-07 3.9088998e-02 3.9093912e-11
2.8230391e-07 3.8270000e-02 3.8274901e-11
2.8244114e-07 3.8602002e-02 3.8606895e-11
2.8257837e-07 3.8639996e-02 3.8644886e-11
2.8271560e-07 3.8243998e-02 3.8248880e-11
2.8285283e-07 3.7824001e-02 3.7828872e-11
2.8299006e-07 3.7600998e-02 3.7605856e-11
2.8312729e-07 3.7253998e-02 3.7258849e-11
2.8326453e-07 3.7087999e-02 3.7092846e-11
2.8340176e-07 3.7701000e-02 3.7705838e-11
2.8353899e-07 3.7458003e-02 3.7462831e-11
2.8367620e-07 3.6793999e-02 3.6798821e-11
2.8381343e-07 3.7234001e-02 3.7238809e-11
2.8395066e-07 3.6846001e-02 3.6850804e-11
2.8408787e-07 3.5581000e-02 3.5585802e-11
2.8422510e-07 3.5914000e-02 3.5918792e-11
2.8436230e-07 3.6172003e-02 3.6176780e-11
2.8449954e-07 3.6768999e-02 3.6773775e-11
2.8463674e-07 3.7255999e-02 3.7260767e-11
2.8477397e-07 3.6862001e-02 3.6866749e-11
